TITLE     = "015.02"
VARIABLES = "X"
"Y"
"Z"
"CP"
"CF"
"CFX"
"CFY"
"CFZ"
"XoC"
DATASETAUXDATA BasicAlgorithm="RANS"
DATASETAUXDATA Discretization="Finite-volume nodal scheme mixed element"
DATASETAUXDATA DistanceCalc="-999"
DATASETAUXDATA Email="tin.c.wong.civ@army.mil"
DATASETAUXDATA GridId="Cadence"
DATASETAUXDATA Institution="US Army/SRD"
DATASETAUXDATA Name="TC Wong"
DATASETAUXDATA Notes="-999"
DATASETAUXDATA Order="Second order of accuracy for all equations"
DATASETAUXDATA ParticipantID="015"
DATASETAUXDATA SolverName="FUN3D Version 14.1"
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 -1.150000000000E+01 -1.150000000000E+01 -1.150000000000E+01
 5.749310255051E-01 5.994345545769E-01 6.251738071442E-01 6.522179841995E-01
 6.806222796440E-01 7.104380726814E-01 7.417241930962E-01 7.745548486710E-01
 8.090103864670E-01 8.451730608940E-01 8.831221461296E-01 9.229391217232E-01
 9.647076725960E-01 1.008518695831E+00 1.054468274117E+00 1.102656722069E+00
 1.153188228607E+00 1.206170558929E+00 1.261715650558E+00 1.319939374924E+00
 1.380965113640E+00 1.444924354553E+00 1.511954903603E+00 1.582200527191E+00
 1.655806660652E+00 1.732923626900E+00 1.813706874847E+00 1.898323535919E+00
 1.986953020096E+00 2.079783916473E+00 2.177013874054E+00 2.278849601746E+00
 2.385509014130E+00 2.497224092484E+00 2.614244222641E+00 2.736834049225E+00
 2.865270853043E+00 2.999844074249E+00 3.140862703323E+00 3.288660049438E+00
 3.443593740463E+00 3.606037616730E+00 3.776379585266E+00 3.955031156540E+00
 4.142429351807E+00 4.339031696320E+00 4.545289039612E+00 4.761666774750E+00
 4.988674163818E+00 5.226840019226E+00 5.476657867432E+00 5.738623619080E+00
 6.013267993927E+00 6.301106929779E+00 6.602613925934E+00 6.918246269226E+00
 7.248402595520E+00 7.593361377716E+00 7.953259468079E+00 8.328037261963E+00
 8.717315673828E+00 9.105917930603E+00 9.481045722961E+00 9.843924522400E+00
 1.019551277161E+01 1.053659248352E+01 1.086790275574E+01 1.119013977051E+01
 1.150400829315E+01 1.179394912720E+01 1.205754089355E+01 1.229735946655E+01
 1.251582431793E+01 1.271513175964E+01 1.289723968506E+01 1.306387329102E+01
 1.321655559540E+01 1.335663509369E+01 1.348531150818E+01 1.360365390778E+01
 1.371261787415E+01 1.381305408478E+01 1.390572738647E+01 1.399131774902E+01
 1.407043838501E+01 1.414364242554E+01 1.421143817902E+01 1.427428340912E+01
 1.433259487152E+01 1.438674545288E+01 1.443707370758E+01 1.448388671875E+01
 1.452746486664E+01 1.456806087494E+01 1.460777664185E+01 1.464661788940E+01
 1.468458938599E+01 1.472169876099E+01 1.475795459747E+01 1.479336547852E+01
 1.482793998718E+01 1.486168479919E+01 1.489460277557E+01 1.492669773102E+01
 1.495797252655E+01 1.498843002319E+01 1.501807689667E+01 1.504692077637E+01
 1.507496833801E+01 1.510222625732E+01 1.512870121002E+01 1.515439701080E+01
 1.517931842804E+01 1.520347023010E+01 1.522685527802E+01 1.524948024750E+01
 1.527134990692E+01 1.529246711731E+01 1.531283760071E+01 1.533246517181E+01
 1.535135364532E+01 1.536950683594E+01 1.538692760468E+01 1.540362167358E+01
 1.541959476471E+01 1.543484973907E+01 1.544939422607E+01 1.546322822571E+01
 1.547635650635E+01 1.548877811432E+01 1.550049781799E+01 1.551151752472E+01
 1.552184391022E+01 1.553148078918E+01 1.554043292999E+01 1.554870510101E+01
 1.555629730225E+01 1.556321048737E+01 1.556944751740E+01 1.557500934601E+01
 1.557989883423E+01 1.558411979675E+01 1.558767604828E+01 1.559056758881E+01
 1.559279823303E+01 1.559436893463E+01 1.559528255463E+01 1.559553813934E+01
 1.559513759613E+01 1.559408283234E+01 1.559237194061E+01 1.559000873566E+01
 1.558699321747E+01 1.558312702179E+01 1.557829666138E+01 1.557237625122E+01
 1.556522178650E+01 1.555667495728E+01 1.554656314850E+01 1.553469276428E+01
 1.552084922791E+01 1.550478267670E+01 1.548621177673E+01 1.546483516693E+01
 1.544033050537E+01 1.541232299805E+01 1.538037776947E+01 1.534401321411E+01
 1.530269432068E+01 1.525581932068E+01 1.520271110535E+01 1.514260959625E+01
 1.507468223572E+01 1.499788856506E+01 1.491110992432E+01 1.481311416626E+01
 1.470239257812E+01 1.457926559448E+01 1.444694709778E+01 1.430515480042E+01
 1.415353870392E+01 1.399170207977E+01 1.381921672821E+01 1.363559532166E+01
 1.344027233124E+01 1.323260688782E+01 1.301184940338E+01 1.277916431427E+01
 1.254367256165E+01 1.230582332611E+01 1.206599426270E+01 1.182448482513E+01
 1.158152389526E+01 1.133718109131E+01 1.109141731262E+01 1.084431838989E+01
 1.059584712982E+01 1.034606170654E+01 1.009504699707E+01 9.842757225037E+00
 9.589189529419E+00 9.334140777588E+00 9.077527046204E+00 8.819097518921E+00
 8.558695793152E+00 8.296084403992E+00 8.031049728394E+00 7.763377666473E+00
 7.492785930634E+00 7.218992233276E+00 6.941766738892E+00 6.660858631134E+00
 6.376046657562E+00 6.087165355682E+00 5.794117450714E+00 5.496901035309E+00
 5.195617198944E+00 4.890517234802E+00 4.581985950470E+00 4.270619392395E+00
 3.957277774811E+00 3.642961025238E+00 3.328911066055E+00 3.016479492188E+00
 2.707081079483E+00 2.402091264725E+00 2.102714061737E+00 1.809968471527E+00
 1.524716377258E+00 1.247619271278E+00 9.791846871376E-01 7.198365926743E-01
 4.699122905731E-01 2.297985702753E-01 8.482797797527E-15 -2.297552675009E-01
 -4.692314565182E-01 -7.162746191025E-01 -9.678152203560E-01 -1.220524191856E+00
 -1.471555829048E+00 -1.719033002853E+00 -1.962088346481E+00 -2.200634717941E+00
 -2.435093402863E+00 -2.666176795959E+00 -2.894651412964E+00 -3.121296167374E+00
 -3.346927642822E+00 -3.572262048721E+00 -3.798059225082E+00 -4.024977684021E+00
 -4.253633022308E+00 -4.484606742859E+00 -4.718366622925E+00 -4.955371856689E+00
 -5.195872306824E+00 -5.440127372742E+00 -5.688104629517E+00 -5.939792633057E+00
 -6.194983482361E+00 -6.453403472900E+00 -6.714658260345E+00 -6.978325843811E+00
 -7.243975162506E+00 -7.511214256287E+00 -7.779720783234E+00 -8.049136161804E+00
 -8.319252967834E+00 -8.589926719666E+00 -8.861015319824E+00 -9.132375717163E+00
 -9.403829574585E+00 -9.675153732300E+00 -9.945940971375E+00 -1.021564483643E+01
 -1.048353862762E+01 -1.074857234955E+01 -1.100954151154E+01 -1.126498699188E+01
 -1.151326560974E+01 -1.175263214111E+01 -1.198124599457E+01 -1.218925857544E+01
 -1.237535095215E+01 -1.254031658173E+01 -1.268481254578E+01 -1.280944824219E+01
 -1.291462612152E+01 -1.300073432922E+01 -1.306799030304E+01 -1.311662101746E+01
 -1.314674854279E+01 -1.315851497650E+01 -1.315210533142E+01 -1.312764835358E+01
 -1.308534908295E+01 -1.302543258667E+01 -1.294811916351E+01 -1.285372543335E+01
 -1.274253177643E+01 -1.261490249634E+01 -1.247126293182E+01 -1.231209278107E+01
 -1.213787841797E+01 -1.194926166534E+01 -1.174681282043E+01 -1.153114128113E+01
 -1.130288696289E+01 -1.106260490417E+01 -1.081092453003E+01 -1.054838657379E+01
 -1.027548599243E+01 -9.992745399475E+00 -9.700639724731E+00 -9.399642944336E+00
 -9.090250968933E+00 -8.772924423218E+00 -8.448170661926E+00 -8.116536140442E+00
 -7.778510093689E+00 -7.434649944305E+00 -7.085542678833E+00 -6.731761932373E+00
 -6.373878002167E+00 -6.012517929077E+00 -5.648360252380E+00 -5.282063961029E+00
 -4.914299011230E+00 -4.545846939087E+00 -4.177501201630E+00 -3.810112714767E+00
 -3.444615840912E+00 -3.082037687302E+00 -2.723543167114E+00 -2.370394706726E+00
 -2.023975849152E+00 -1.685832977295E+00 -1.357656002045E+00 -1.041214823723E+00
 -7.383943796158E-01 -4.512057602406E-01 -1.816638708115E-01 6.824335455894E-02
 2.966198325157E-01 5.016704797745E-01 6.797310709953E-01 8.255675435066E-01
 9.420748353004E-01 1.032179713249E+00 1.098843574524E+00 1.144961118698E+00
 1.173218965530E+00 1.186077356339E+00 1.185847520828E+00 1.174599170685E+00
 1.154152035713E+00 1.126106500626E+00 1.091863632202E+00 1.052639365196E+00
 1.009480118752E+00 9.632722139359E-01 9.147683382034E-01 8.646025061607E-01
 8.133111000061E-01 7.613448500633E-01 7.090821862221E-01 6.568399667740E-01
 6.048793792725E-01 5.534188747406E-01 5.026363730431E-01 4.526777267456E-01
 4.036627113819E-01 3.556872308254E-01 3.088280558586E-01 2.631431221962E-01
 2.186731100082E-01 1.754477024078E-01 1.334866434336E-01 9.280081093311E-02
 5.339438095689E-02 1.526596862823E-02 -2.158896438777E-02 -5.718007311225E-02
 -9.152265638113E-02 -1.246415823698E-01 -1.565657109022E-01 -1.873238980770E-01
 -2.169436961412E-01 -2.454499602318E-01 -2.728688716888E-01 -2.992283999920E-01
