5 353725 2.82705492e-06 0.7300 3000000 1.5000 8.08882566e-01 1.56655126e-02 -1.33559344e-01 8.08882566e-01 1.56655126e-02 -1.33559344e-01 9.23587549e-03 6.42963715e-03
5 353725 2.82705492e-06 0.7300 3000000 2.5000 9.63683713e-01 3.08205185e-02 -1.42331392e-01 9.63683713e-01 3.08205185e-02 -1.42331392e-01 2.49003265e-02 5.92019200e-03
5 353725 2.82705492e-06 0.7300 3000000 3.0000 9.93741746e-01 3.94956036e-02 -1.40838239e-01 9.93741746e-01 3.94956036e-02 -1.40838239e-01 3.38176083e-02 5.67799532e-03
5 353725 2.82705492e-06 0.7300 3000000 3.1000 9.97063674e-01 4.12450406e-02 -1.40222792e-01 9.97063674e-01 4.12450406e-02 -1.40222792e-01 3.56168823e-02 5.62815828e-03

ZONE T="025.01 - GRID LEVEL 6 - CASE NUMBER 01a"
AUXDATA Tstatic         = "271.1 K" 
AUXDATA GridFileName    = "ONERA-OAT15A_230mmChord_780mmSpan_upZ_2024_09_05_Unstructured_Level-6.cgns" 
6 517448 1.93256134e-06 0.7300 3000000 1.3600 7.76908738e-01 1.43407055e-02 -1.31980824e-01 7.76908738e-01 1.43407055e-02 -1.31980824e-01 7.85641798e-03 6.48428753e-03
6 517448 1.93256134e-06 0.7300 3000000 1.5000 8.07074756e-01 1.56209342e-02 -1.33228633e-01 8.07074756e-01 1.56209342e-02 -1.33228633e-01 9.19931768e-03 6.42161656e-03
6 517448 1.93256134e-06 0.7300 3000000 2.5000 9.62648119e-01 3.07338239e-02 -1.42102762e-01 9.62648119e-01 3.07338239e-02 -1.42102762e-01 2.48127227e-02 5.92110114e-03
6 517448 1.93256134e-06 0.7300 3000000 3.0000 9.93506025e-01 3.94500999e-02 -1.40811207e-01 9.93506025e-01 3.94500999e-02 -1.40811207e-01 3.37687153e-02 5.68138456e-03
6 517448 1.93256134e-06 0.7300 3000000 3.1000 9.96705399e-01 4.11898684e-02 -1.40170825e-01 9.96705399e-01 4.11898684e-02 -1.40170825e-01 3.55591260e-02 5.63074241e-03

ZONE T="025.01 - ALPHA 1.36 - CASE NUMBER 01a"
AUXDATA Tstatic         = "271.1 K" 
AUXDATA Alpha           = "1.36" 
1  47187 2.11922775e-05 0.7300 3000000 1.3600 7.76548140e-01 1.46005801e-02 -1.32142682e-01 7.76548140e-01 1.46005801e-02 -1.32142682e-01 8.11851907e-03 6.48206102e-03
2  89616 1.11587217e-05 0.7300 3000000 1.3600 7.77305305e-01 1.44441320e-02 -1.32198374e-01 7.77305305e-01 1.44441320e-02 -1.32198374e-01 7.95233537e-03 6.49179663e-03
3 150333 6.65189945e-06 0.7300 3000000 1.3600 7.76783985e-01 1.43805578e-02 -1.32019481e-01 7.76783985e-01 1.43805578e-02 -1.32019481e-01 7.89115233e-03 6.48940551e-03
4 235491 4.24644679e-06 0.7300 3000000 1.3600 7.77696354e-01 1.44100366e-02 -1.32183465e-01 7.77696354e-01 1.44100366e-02 -1.32183465e-01 7.91917964e-03 6.49085692e-03
5 353725 2.82705492e-06 0.7300 3000000 1.3600 7.78836332e-01 1.43761995e-02 -1.32321976e-01 7.78836332e-01 1.43761995e-02 -1.32321976e-01 7.88255600e-03 6.49364350e-03
6 517448 1.93256134e-06 0.7300 3000000 1.3600 7.76908738e-01 1.43407055e-02 -1.31980824e-01 7.76908738e-01 1.43407055e-02 -1.31980824e-01 7.85641798e-03 6.48428753e-03

ZONE T="025.01 - ALPHA 1.50 - CASE NUMBER 01a"
AUXDATA Tstatic         = "271.1 K" 
AUXDATA Alpha           = "1.50" 
1  47187 2.11922775e-05 0.7300 3000000 1.5000 8.05903565e-01 1.58641879e-02 -1.33235612e-01 8.05903565e-01 1.58641879e-02 -1.33235612e-01 9.44684735e-03 6.41734052e-03
2  89616 1.11587217e-05 0.7300 3000000 1.5000 8.07251090e-01 1.57202700e-02 -1.33393179e-01 8.07251090e-01 1.57202700e-02 -1.33393179e-01 9.29125045e-03 6.42901958e-03
3 150333 6.65189945e-06 0.7300 3000000 1.5000 8.06980169e-01 1.56570207e-02 -1.33260289e-01 8.06980169e-01 1.56570207e-02 -1.33260289e-01 9.23025804e-03 6.42676265e-03
4 235491 4.24644679e-06 0.7300 3000000 1.5000 8.07903060e-01 1.56943680e-02 -1.33443586e-01 8.07903060e-01 1.56943680e-02 -1.33443586e-01 9.26746744e-03 6.42690054e-03
5 353725 2.82705492e-06 0.7300 3000000 1.5000 8.08882566e-01 1.56655126e-02 -1.33559344e-01 8.08882566e-01 1.56655126e-02 -1.33559344e-01 9.23587549e-03 6.42963715e-03
6 517448 1.93256134e-06 0.7300 3000000 1.5000 8.07074756e-01 1.56209342e-02 -1.33228633e-01 8.07074756e-01 1.56209342e-02 -1.33228633e-01 9.19931768e-03 6.42161656e-03

ZONE T="025.01 - ALPHA 2.50 - CASE NUMBER 01a"
AUXDATA Tstatic         = "271.1 K" 
AUXDATA Alpha           = "2.50" 
1  47187 2.11922775e-05 0.7300 3000000 2.5000 9.59616361e-01 3.09134833e-02 -1.41836938e-01 9.59616361e-01 3.09134833e-02 -1.41836938e-01 2.50248257e-02 5.88865761e-03
2  89616 1.11587217e-05 0.7300 3000000 2.5000 9.61176312e-01 3.08128203e-02 -1.41945367e-01 9.61176312e-01 3.08128203e-02 -1.41945367e-01 2.48940899e-02 5.91873045e-03
3 150333 6.65189945e-06 0.7300 3000000 2.5000 9.61830373e-01 3.07623504e-02 -1.41965053e-01 9.61830373e-01 3.07623504e-02 -1.41965053e-01 2.48409992e-02 5.92135119e-03
4 235491 4.24644679e-06 0.7300 3000000 2.5000 9.62608776e-01 3.07972318e-02 -1.42155984e-01 9.62608776e-01 3.07972318e-02 -1.42155984e-01 2.48810893e-02 5.91614248e-03
5 353725 2.82705492e-06 0.7300 3000000 2.5000 9.63683713e-01 3.08205185e-02 -1.42331392e-01 9.63683713e-01 3.08205185e-02 -1.42331392e-01 2.49003265e-02 5.92019200e-03
6 517448 1.93256134e-06 0.7300 3000000 2.5000 9.62648119e-01 3.07338239e-02 -1.42102762e-01 9.62648119e-01 3.07338239e-02 -1.42102762e-01 2.48127227e-02 5.92110114e-03

ZONE T="025.01 - ALPHA 3.00 - CASE NUMBER 01a"
AUXDATA Tstatic         = "271.1 K" 
AUXDATA Alpha           = "3.00" 
1  47187 2.11922775e-05 0.7300 3000000 3.0000 9.90861188e-01 3.95378379e-02 -1.40432923e-01 9.90861188e-01 3.95378379e-02 -1.40432923e-01 3.38883021e-02 5.64953582e-03
2  89616 1.11587217e-05 0.7300 3000000 3.0000 9.91799759e-01 3.95661787e-02 -1.40722358e-01 9.91799759e-01 3.95661787e-02 -1.40722358e-01 3.38948794e-02 5.67129932e-03
3 150333 6.65189945e-06 0.7300 3000000 3.0000 9.92177117e-01 3.94890481e-02 -1.40651707e-01 9.92177117e-01 3.94890481e-02 -1.40651707e-01 3.38125165e-02 5.67653155e-03
4 235491 4.24644679e-06 0.7300 3000000 3.0000 9.93128085e-01 3.94910336e-02 -1.40779186e-01 9.93128085e-01 3.94910336e-02 -1.40779186e-01 3.38173286e-02 5.67370501e-03
5 353725 2.82705492e-06 0.7300 3000000 3.0000 9.93741746e-01 3.94956036e-02 -1.40838239e-01 9.93741746e-01 3.94956036e-02 -1.40838239e-01 3.38176083e-02 5.67799532e-03
6 517448 1.93256134e-06 0.7300 3000000 3.0000 9.93506025e-01 3.94500999e-02 -1.40811207e-01 9.93506025e-01 3.94500999e-02 -1.40811207e-01 3.37687153e-02 5.68138456e-03

ZONE T="025.01 - ALPHA 3.10 - CASE NUMBER 01a"
AUXDATA Tstatic         = "271.1 K" 
AUXDATA Alpha           = "3.10" 
1  47187 2.11922775e-05 0.7300 3000000 3.1000 9.94463383e-01 4.12566240e-02 -1.39788466e-01 9.94463383e-01 4.12566240e-02 -1.39788466e-01 3.56543302e-02 5.60229381e-03
2  89616 1.11587217e-05 0.7300 3000000 3.1000 9.94981446e-01 4.12995998e-02 -1.40062082e-01 9.94981446e-01 4.12995998e-02 -1.40062082e-01 3.56782044e-02 5.62139536e-03
3 150333 6.65189945e-06 0.7300 3000000 3.1000 9.94809026e-01 4.11786140e-02 -1.39842222e-01 9.94809026e-01 4.11786140e-02 -1.39842222e-01 3.55514340e-02 5.62718001e-03
4 235491 4.24644679e-06 0.7300 3000000 3.1000 9.96421931e-01 4.12046982e-02 -1.40087498e-01 9.96421931e-01 4.12046982e-02 -1.40087498e-01 3.55793158e-02 5.62538238e-03
5 353725 2.82705492e-06 0.7300 3000000 3.1000 9.97063674e-01 4.12450406e-02 -1.40222792e-01 9.97063674e-01 4.12450406e-02 -1.40222792e-01 3.56168823e-02 5.62815828e-03
6 517448 1.93256134e-06 0.7300 3000000 3.1000 9.96705399e-01 4.11898684e-02 -1.40170825e-01 9.96705399e-01 4.11898684e-02 -1.40170825e-01 3.55591260e-02 5.63074241e-03

